"Prompt_ID","Test_Type","Description","Tool_Call"
"508","Drift & Monitoring Testing","Assess the system's ability to handle a high volume of POST /api/sessions/start requests with invalid data. Preconditions: The system is running with all models loaded. Input: Send 500 POST requests to start sessions with invalid driver_ids. Target: /api/sessions/start. Expected: The system should return 404 errors for all requests. PASS if all requests return 404; FAIL if any request succeeds.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_49"",""type"":""function"",""function"":{""name"":""simulate_high_volume_invalid_session_start_requests"",""arguments"":""{\""url\"": \""/api/sessions/start\"", \""method\"": \""POST\"", \""payload\"": {\""driver_id\"": \""INVALID123\""}, \""count\"": 500}""}}]}"
"509","Drift & Monitoring Testing","Verify the system's response to a missing arcface_db.npz file during streaming. Preconditions: Temporarily remove the arcface_db.npz file. Input: Start a streaming session with a driver. Target: ws://<host>/api/stream. Expected: The system should not perform face recognition, and driver identity should remain 'Unknown'. PASS if identity is 'Unknown'; FAIL if recognition occurs.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_50"",""type"":""function"",""function"":{""name"":""test_streaming_with_missing_arcface_db"",""arguments"":""{\""url\"": \""ws://<host>/api/stream\"", \""method\"": \""CONNECT\"", \""driver_id\"": \""ABC123\""}""}}]}"
"510","Explainability & Auditability Testing","Precondition: Ensure the ML Service is running and all models are loaded. Input: Send a GET request to /health/models with deep=true. Expected: The response should include detailed model status with all models loaded and operational. PASS if all models are reported as loaded and operational; FAIL if any model is missing or not operational.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_1"",""type"":""function"",""function"":{""name"":""check_model_health_deep"",""arguments"":""{\""deep\"": true}""}}]}"
"511","Explainability & Auditability Testing","Precondition: Ensure the API Gateway is operational. Input: Send a GET request to /health. Expected: The response should be a JSON object with status 'ok'. PASS if the status is 'ok'; FAIL if the status is anything else or the response is not a valid JSON.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_2"",""type"":""function"",""function"":{""name"":""check_api_gateway_health"",""arguments"":""{}""}}]}"
"512","Explainability & Auditability Testing","Precondition: Ensure the ML Service is running. Input: Send a GET request to /health on port 8001. Expected: The response should be a JSON object with status 'ok' and service 'ml-service'. PASS if both fields are correct; FAIL if any field is incorrect or missing.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_3"",""type"":""function"",""function"":{""name"":""check_ml_service_health"",""arguments"":""{}""}}]}"
"513","Explainability & Auditability Testing","Precondition: Ensure the distraction detection model is loaded. Input: Send a GET request to /health/models. Expected: The response should include the status of the distraction detection model as 'ok'. PASS if the model status is 'ok'; FAIL if the model status is not 'ok' or missing.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_4"",""type"":""function"",""function"":{""name"":""check_distraction_model_health"",""arguments"":""{}""}}]}"
"514","Explainability & Auditability Testing","Precondition: Ensure all models are loaded in the ML Service. Input: Send a GET request to /health/models with full_qwen=true. Expected: The response should include the full Qwen weights loaded status. PASS if the full Qwen weights are loaded; FAIL if they are not loaded or missing.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_5"",""type"":""function"",""function"":{""name"":""check_full_qwen_weights"",""arguments"":""{\""full_qwen\"": true}""}}]}"
"515","Explainability & Auditability Testing","Precondition: Ensure the safety scoring API is operational. Input: Send a POST request to /api/safety-score/compute with a valid driver_id and score_date. Expected: The response should include a computed safety score. PASS if the score is computed correctly; FAIL if the score is missing or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_6"",""type"":""function"",""function"":{""name"":""compute_safety_score"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""score_date\"": \""2026-04-09\""}""}}]}"
"516","Explainability & Auditability Testing","Precondition: Ensure the alerts API is operational. Input: Send a GET request to /api/alerts with a valid driver_id and limit. Expected: The response should include a list of alerts for the specified driver. PASS if the alerts are correctly listed; FAIL if the alerts are missing or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_7"",""type"":""function"",""function"":{""name"":""fetch_driver_alerts"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""limit\"": 50}""}}]}"
"517","Explainability & Auditability Testing","Precondition: Ensure the sessions API is operational. Input: Send a POST request to /api/sessions/start with a valid driver_id. Expected: The response should include a session_id and status 'active'. PASS if the session starts correctly; FAIL if the session does not start or the response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_8"",""type"":""function"",""function"":{""name"":""start_driver_session"",""arguments"":""{\""driver_id\"": \""ABC123\""}""}}]}"
"518","Explainability & Auditability Testing","Precondition: Ensure the sessions API is operational. Input: Send a POST request to /api/sessions/end with a valid session_id. Expected: The response should include the session end_time and status 'ended'. PASS if the session ends correctly; FAIL if the session does not end or the response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_9"",""type"":""function"",""function"":{""name"":""end_driver_session"",""arguments"":""{\""session_id\"": \""XYZ789\""}""}}]}"
"519","Explainability & Auditability Testing","Precondition: Ensure the safety score API is operational. Input: Send a GET request to /api/safety-score with a valid driver_id and date range. Expected: The response should include an array of daily scores. PASS if the scores are correctly listed; FAIL if the scores are missing or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_10"",""type"":""function"",""function"":{""name"":""fetch_daily_safety_scores"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""date_from\"": \""2026-04-01\"", \""date_to\"": \""2026-04-09\""}""}}]}"
"520","Explainability & Auditability Testing","Precondition: Ensure the demo reset feature is enabled. Input: Send a POST request to /api/demo/reset-driver with a valid driver_id. Expected: The driver should be deleted from the database. PASS if the driver is deleted; FAIL if the driver is not deleted or the response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_11"",""type"":""function"",""function"":{""name"":""reset_demo_driver"",""arguments"":""{\""driver_id\"": \""ABC123DEF\""}""}}]}"
"521","Explainability & Auditability Testing","Precondition: Ensure the demo reset feature is disabled. Input: Send a POST request to /api/demo/reset-driver with a valid driver_id. Expected: The response should be 404 indicating the endpoint is not available. PASS if the response is 404; FAIL if the response is not 404.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_12"",""type"":""function"",""function"":{""name"":""attempt_reset_demo_driver_when_disabled"",""arguments"":""{\""driver_id\"": \""ABC123DEF\""}""}}]}"
"522","Explainability & Auditability Testing","Precondition: Ensure the WebSocket stream is operational. Input: Connect to ws://<host>/api/stream with a valid driver_id and send JPEG frames. Expected: Receive JSON metrics and annotated JPEGs. PASS if the metrics and JPEGs are received correctly; FAIL if they are missing or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_13"",""type"":""function"",""function"":{""name"":""stream_video_metrics"",""arguments"":""{\""driver_id\"": \""ABC123\""}""}}]}"
"523","Explainability & Auditability Testing","Precondition: Ensure the WebSocket DL verification is operational. Input: Connect to ws://<host>/api/login/ws/dl-verify with a valid pending_id and stream frames. Expected: Receive annotated responses and status 'completed'. PASS if the responses and status are correct; FAIL if they are missing or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_14"",""type"":""function"",""function"":{""name"":""verify_dl_via_websocket"",""arguments"":""{\""pending_id\"": \""PENDING123\""}""}}]}"
"524","Explainability & Auditability Testing","Precondition: Ensure the recalibration endpoint is operational. Input: Send a GET request to /api/recalibrate. Expected: The system should reset the distraction detector calibration. PASS if recalibration occurs; FAIL if it does not or the response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_15"",""type"":""function"",""function"":{""name"":""trigger_recalibration"",""arguments"":""{}""}}]}"
"525","Explainability & Auditability Testing","Precondition: Ensure the driver registration API is operational. Input: Send a POST request to /api/login/register with valid name, age, and image_base64. Expected: Receive a pending_id with driver_id as null. PASS if the pending_id is returned correctly; FAIL if it is not returned or incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_16"",""type"":""function"",""function"":{""name"":""register_new_driver"",""arguments"":""{\""name\"": \""John Doe\"", \""age\"": 30, \""image_base64\"": \""<base64string>\""}""}}]}"
"526","Explainability & Auditability Testing","Precondition: Ensure the driver login API is operational. Input: Send a POST request to /api/login with a registered driver's face image. Expected: Receive a 200 status with correct driver_id and driver_name. PASS if login is successful; FAIL if login fails or response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_17"",""type"":""function"",""function"":{""name"":""login_driver"",""arguments"":""{\""image\"": \""<imagefile>\""}""}}]}"
"527","Explainability & Auditability Testing","Precondition: Ensure the driver login API is operational. Input: Send a POST request to /api/login with an unregistered face image. Expected: Receive a 401 status indicating face not recognized. PASS if the status is 401; FAIL if the status is not 401 or response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_18"",""type"":""function"",""function"":{""name"":""attempt_login_with_unknown_face"",""arguments"":""{\""image\"": \""<imagefile>\""}""}}]}"
"528","Explainability & Auditability Testing","Precondition: Ensure the driver login API is operational. Input: Send a POST request to /api/login with a registered driver_id and matching face image. Expected: Receive a 200 status with correct driver_id. PASS if login is successful; FAIL if login fails or response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_19"",""type"":""function"",""function"":{""name"":""login_with_driver_id"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""image\"": \""<imagefile>\""}""}}]}"
"529","Explainability & Auditability Testing","Precondition: Ensure the driver login API is operational. Input: Send a POST request to /api/login with a registered driver_id and a different face image. Expected: Receive a 401 status indicating face not recognized. PASS if the status is 401; FAIL if the status is not 401 or response is incorrect.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_20"",""type"":""function"",""function"":{""name"":""attempt_login_with_wrong_face"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""image\"": \""<imagefile>\""}""}}]}"
